time,value
1,106.91
2,94.11
3,111.42
4,112.99
5,102.13
6,101.87
7,117.7
8,123.99
9,113.25
10,124.38
11,111.24
12,130.47
13,120.78
14,131.66
15,124.61
16,117.71
17,128.33
18,138.62
19,138.39
20,143.63
21,144.53
22,146.66
23,144.2
24,133.04
25,140.78
26,150.09
27,147.86
28,147.8
29,159.97
30,144.76
31,153.78
32,161.13
33,151.33
34,152.63
35,174.25
36,179.01
37,176.41
38,158.04
39,171.14
40,172.21
41,167.2
42,164.41
43,187.66
44,183.55
45,194.91
46,197.16
47,170.98
48,198.07
49,176.3
50,195.97
51,197.73
52,178.96
53,199.79
54,185.88
55,192.41
56,193.3
57,201.19
58,225.77
59,212.52
60,221.47
