time,value
1,102.97
2,103.7
3,92.87
4,103.52
5,113.16
6,115.62
7,116.7
8,113.43
9,116.95
10,121.46
11,124.78
12,99.88
13,107.39
14,118.14
15,127.08
16,129.79
17,131.37
18,124.49
19,136.24
20,147.63
21,141.55
22,140.89
23,135.46
24,147.17
25,146.08
26,157.12
27,152.3
28,143.11
29,157.52
30,155.35
31,165.6
32,166.3
33,155.17
34,150.18
35,152.7
36,160.72
37,164.0
38,174.35
39,161.82
40,173.15
41,162.86
42,180.27
43,161.89
44,180.04
45,165.96
46,191.05
47,188.7
48,189.71
49,199.82
50,201.09
51,193.53
52,201.11
53,192.63
54,212.9
55,196.13
56,204.33
57,211.23
58,204.8
59,193.85
60,218.73
