time,value
1,93.45
2,103.65
3,103.43
4,110.16
5,107.0
6,101.0
7,104.02
8,123.29
9,114.26
10,95.8
11,109.07
12,121.09
13,111.42
14,119.21
15,142.42
16,136.76
17,141.74
18,119.25
19,129.42
20,148.87
21,136.78
22,144.1
23,138.14
24,149.45
25,162.14
26,151.82
27,158.02
28,126.38
29,151.43
30,158.65
31,166.27
32,156.74
33,172.39
34,169.45
35,161.83
36,173.12
37,167.96
38,159.04
39,169.87
40,186.05
41,167.39
42,181.53
43,177.38
44,181.55
45,187.93
46,179.9
47,186.49
48,176.74
49,166.0
50,183.71
51,201.15
52,203.92
53,199.13
54,187.63
55,198.36
56,204.82
57,214.35
58,200.04
59,200.24
60,209.61
