time,value
1,104.13
2,96.66
3,120.88
4,113.71
5,110.52
6,121.54
7,117.2
8,102.22
9,106.69
10,122.09
11,117.86
12,124.7
13,115.36
14,118.15
15,145.71
16,119.55
17,128.02
18,118.81
19,144.2
20,128.14
21,139.1
22,129.92
23,133.65
24,133.36
25,153.92
26,155.91
27,139.9
28,148.04
29,140.63
30,148.19
31,162.36
32,162.94
33,174.98
34,163.99
35,167.46
36,151.85
37,170.57
38,171.97
39,170.84
40,166.02
41,179.27
42,186.68
43,168.78
44,184.92
45,180.03
46,178.46
47,177.53
48,181.25
49,195.36
50,197.44
51,193.21
52,185.14
53,196.62
54,189.13
55,204.4
56,200.93
57,195.85
58,215.95
59,200.54
60,197.75
