time,value
1,86.24
2,112.53
3,115.68
4,110.96
5,113.3
6,103.26
7,104.82
8,123.94
9,108.59
10,123.21
11,130.22
12,106.57
13,126.78
14,117.75
15,110.39
16,135.43
17,128.37
18,132.93
19,127.6
20,133.29
21,146.95
22,141.46
23,130.07
24,146.71
25,154.04
26,147.05
27,142.95
28,147.24
29,153.66
30,157.12
31,150.16
32,152.13
33,152.8
34,161.15
35,166.37
36,163.24
37,172.15
38,168.19
39,184.13
40,171.6
41,181.17
42,161.39
43,177.75
44,189.67
45,192.92
46,170.77
47,189.39
48,203.31
49,204.31
50,181.75
51,194.92
52,193.32
53,211.36
54,192.96
55,203.78
56,201.46
57,195.18
58,203.29
59,219.99
60,214.42
