time,value
1,104.3
2,111.29
3,105.91
4,103.35
5,113.58
6,100.29
7,96.77
8,112.41
9,107.47
10,118.53
11,122.62
12,127.73
13,124.32
14,138.11
15,120.25
16,127.96
17,137.71
18,137.81
19,135.23
20,131.96
21,136.39
22,137.26
23,134.82
24,138.93
25,149.43
26,160.76
27,150.25
28,153.43
29,151.36
30,162.78
31,153.39
32,157.86
33,183.77
34,164.2
35,164.43
36,166.27
37,180.89
38,176.15
39,172.77
40,153.04
41,177.34
42,173.72
43,170.25
44,195.83
45,190.95
46,184.15
47,187.64
48,192.74
49,182.7
50,193.04
51,199.64
52,198.01
53,200.69
54,180.45
55,202.21
56,202.78
57,200.95
58,210.31
59,207.84
60,211.79
