time,value
1,91.09
2,114.31
3,117.11
4,114.63
5,117.31
6,112.93
7,113.33
8,110.74
9,124.84
10,123.9
11,131.97
12,113.61
13,113.54
14,131.41
15,127.13
16,121.35
17,129.39
18,143.16
19,125.78
20,133.08
21,147.3
22,132.66
23,148.93
24,160.25
25,149.15
26,133.42
27,154.52
28,155.29
29,167.76
30,155.02
31,154.4
32,161.25
33,145.02
34,164.94
35,156.31
36,165.8
37,178.89
38,173.91
39,171.84
40,180.8
41,173.65
42,183.26
43,185.27
44,167.76
45,178.48
46,194.3
47,189.86
48,199.74
49,178.32
50,195.67
51,198.46
52,179.65
53,199.36
54,209.33
55,176.75
56,190.4
57,207.38
58,207.11
59,220.33
60,219.76
