time,value
1,90.38
2,101.04
3,107.19
4,111.77
5,108.34
6,119.1
7,111.0
8,103.54
9,113.5
10,108.35
11,117.94
12,115.16
13,121.69
14,129.72
15,136.27
16,124.45
17,135.69
18,122.42
19,141.71
20,137.71
21,133.0
22,143.8
23,153.47
24,131.99
25,146.17
26,151.31
27,165.99
28,143.55
29,154.39
30,148.44
31,158.73
32,156.73
33,152.57
34,171.62
35,167.37
36,169.95
37,152.3
38,189.18
39,168.54
40,176.16
41,181.32
42,158.56
43,175.32
44,181.28
45,166.91
46,169.96
47,182.14
48,181.52
49,189.95
50,178.05
51,191.09
52,188.66
53,202.81
54,201.21
55,200.84
56,197.15
57,197.19
58,215.52
59,203.02
60,200.34
