time,value
1,89.44
2,100.44
3,102.02
4,116.37
5,104.83
6,118.2
7,97.02
8,115.23
9,111.64
10,129.88
11,120.64
12,134.82
13,114.19
14,124.32
15,131.09
16,135.87
17,142.36
18,138.7
19,143.19
20,129.95
21,130.17
22,143.8
23,148.74
24,135.68
25,136.9
26,138.16
27,161.94
28,170.71
29,158.45
30,157.24
31,145.89
32,169.88
33,156.59
34,163.26
35,153.78
36,161.36
37,168.61
38,165.23
39,181.78
40,175.22
41,173.01
42,161.34
43,180.06
44,199.38
45,183.15
46,180.58
47,191.29
48,187.72
49,194.6
50,197.22
51,178.14
52,190.65
53,216.64
54,197.56
55,197.44
56,216.46
57,209.94
58,194.9
59,210.16
60,197.81
