time,value
1,118.09
2,108.53
3,116.09
4,103.9
5,100.29
6,113.26
7,109.79
8,121.48
9,105.96
10,108.22
11,118.57
12,114.22
13,119.09
14,125.85
15,128.1
16,128.47
17,127.74
18,139.4
19,131.85
20,135.5
21,129.6
22,133.63
23,142.32
24,134.03
25,138.75
26,164.68
27,159.61
28,164.29
29,158.5
30,147.12
31,167.42
32,170.16
33,151.42
34,161.52
35,170.37
36,167.99
37,162.16
38,172.44
39,178.07
40,169.46
41,172.15
42,180.81
43,171.87
44,184.84
45,185.69
46,178.78
47,172.55
48,195.68
49,182.87
50,195.91
51,197.35
52,189.64
53,176.06
54,193.45
55,201.37
56,208.48
57,201.34
58,205.66
59,211.07
60,204.42
