time,value
1,117.0
2,105.13
3,108.86
4,102.37
5,116.61
6,105.08
7,103.31
8,101.41
9,126.43
10,117.49
11,123.34
12,135.27
13,121.46
14,134.28
15,126.32
16,127.75
17,125.51
18,144.05
19,132.92
20,135.64
21,128.67
22,151.67
23,139.29
24,152.14
25,140.41
26,145.0
27,142.75
28,142.38
29,161.5
30,132.82
31,141.77
32,159.23
33,157.13
34,155.47
35,149.11
36,172.4
37,170.13
38,170.19
39,165.52
40,164.56
41,178.68
42,176.52
43,180.37
44,190.91
45,172.58
46,191.3
47,168.24
48,190.57
49,178.84
50,193.55
51,192.4
52,197.04
53,187.31
54,191.45
55,189.5
56,194.11
57,210.63
58,221.44
59,209.41
60,219.92
