x1,x2,x3
52.96,25.07,75.32
39.36,33.14,69.39
48.15,27.92,73.56
42.66,34.45,52.57
54.02,31.11,71.58
39.15,34.34,80.1
55.36,30.93,69.0
53.49,31.66,66.29
44.1,41.95,66.25
47.74,31.41,77.62
50.06,27.39,62.8
50.56,25.59,57.9
59.25,28.42,84.09
59.0,32.18,65.38
53.0,25.2,77.76
60.61,29.36,74.68
44.88,31.08,72.0
50.82,43.02,58.03
50.52,37.26,58.09
38.69,23.09,67.87
57.92,33.9,73.12
51.1,27.41,71.2
49.86,32.92,67.42
57.88,26.38,70.92
59.22,33.77,62.63
51.66,32.25,69.94
49.33,29.06,69.44
57.46,31.72,52.51
54.95,27.6,71.03
53.91,37.68,69.14
70.34,26.16,60.16
46.01,39.9,71.98
48.64,30.42,78.69
49.33,30.73,77.13
49.84,25.32,72.7
55.17,32.58,93.07
46.49,25.64,68.47
45.18,33.56,56.83
50.39,38.36,69.46
59.6,31.61,63.72
50.08,30.05,44.17
53.54,29.06,78.64
40.03,27.26,79.93
40.49,26.06,80.69
48.67,31.27,56.38
62.22,28.89,68.45
58.95,33.54,84.05
62.84,30.49,61.13
55.98,23.31,72.32
45.04,25.0,56.0
43.12,28.41,83.61
48.68,31.95,75.22
48.77,24.71,61.27
54.61,31.84,47.52
43.64,34.64,76.49
49.82,26.34,64.59
52.87,34.64,73.95
44.85,30.26,49.45
58.43,32.1,89.71
44.54,34.06,57.66
43.46,35.88,64.15
42.58,27.79,75.29
54.31,27.7,67.05
60.08,31.08,90.0
43.0,29.75,75.8
41.33,33.3,59.77
57.68,29.11,81.32
47.74,24.63,63.85
62.61,21.43,76.77
52.59,24.99,74.26
50.37,24.24,61.11
34.09,20.35,51.94
42.85,25.95,75.01
52.11,38.71,44.5
54.06,22.7,79.21
50.96,29.25,64.86
49.91,34.8,66.52
43.12,32.34,73.11
48.63,33.16,71.06
64.39,27.59,61.55
42.15,23.2,55.39
50.15,29.19,62.63
49.29,34.08,71.38
56.49,34.1,40.82
57.63,28.15,72.98
55.77,21.82,81.06
54.24,36.19,65.99
52.79,34.68,69.7
65.41,30.75,58.17
46.83,21.34,83.84
49.51,26.52,61.77
37.62,36.25,65.84
50.73,31.97,82.04
38.42,33.62,65.37
42.67,33.27,52.2
58.69,26.89,72.1
43.35,39.59,49.03
44.1,29.61,80.0
63.59,29.87,76.4
49.57,42.79,79.8
46.41,36.28,51.64
44.87,24.9,53.86
59.12,32.89,78.16
48.72,32.48,70.32
43.45,32.03,63.22
65.25,35.19,71.28
35.15,24.83,74.64
41.54,32.12,82.38
50.35,27.09,81.57
55.7,28.79,60.85
42.06,35.32,75.57
64.62,26.56,58.49
40.08,19.71,63.0
63.83,22.69,58.76
49.14,32.03,90.41
65.66,32.13,80.18
51.6,39.13,74.08
49.05,25.62,72.3
55.03,23.21,69.89
38.26,23.36,84.03
