time,value
1,103.16
2,96.96
3,96.44
4,100.96
5,109.64
6,109.05
7,118.24
8,119.7
9,128.21
10,127.32
11,111.9
12,115.2
13,123.63
14,109.28
15,131.25
16,118.99
17,122.66
18,134.79
19,128.52
20,131.12
21,134.43
22,144.68
23,154.69
24,134.99
25,144.74
26,147.07
27,154.43
28,151.01
29,159.32
30,157.83
31,160.36
32,158.54
33,160.43
34,158.51
35,166.01
36,174.73
37,172.9
38,171.66
39,178.13
40,181.81
41,166.16
42,168.18
43,177.77
44,176.63
45,178.76
46,185.05
47,179.5
48,180.34
49,183.54
50,201.69
51,188.03
52,189.93
53,198.0
54,192.73
55,195.91
56,212.37
57,193.83
58,211.93
59,208.44
60,210.49
