time,value
1,112.01
2,114.7
3,97.39
4,111.1
5,104.26
6,107.49
7,114.55
8,117.63
9,105.17
10,112.56
11,121.9
12,129.41
13,118.17
14,127.91
15,122.89
16,139.63
17,120.76
18,138.57
19,140.33
20,131.25
21,155.03
22,132.91
23,146.72
24,149.79
25,150.44
26,124.46
27,146.9
28,131.95
29,164.36
30,151.99
31,154.34
32,151.01
33,148.3
34,158.23
35,150.48
36,153.4
37,167.81
38,166.6
39,171.67
40,164.27
41,182.27
42,180.47
43,177.08
44,175.96
45,181.6
46,182.82
47,183.09
48,179.05
49,190.8
50,184.04
51,197.4
52,194.1
53,190.62
54,183.15
55,203.19
56,203.7
57,193.17
58,224.92
59,224.48
60,219.51
