time,value
1,102.05
2,115.87
3,92.13
4,110.55
5,108.2
6,103.06
7,119.19
8,128.32
9,115.05
10,119.52
11,109.36
12,116.74
13,129.64
14,124.41
15,120.35
16,123.32
17,150.69
18,130.28
19,135.2
20,136.91
21,145.29
22,136.31
23,145.05
24,139.65
25,157.78
26,144.02
27,147.28
28,168.41
29,165.15
30,156.02
31,153.77
32,155.88
33,152.04
34,162.85
35,165.54
36,171.16
37,172.2
38,160.55
39,177.19
40,177.79
41,176.8
42,173.15
43,182.54
44,185.15
45,174.09
46,194.46
47,192.62
48,188.66
49,178.17
50,198.47
51,196.66
52,189.97
53,191.7
54,195.42
55,197.03
56,214.11
57,213.83
58,195.92
59,198.23
60,207.28
