time,value
1,108.82
2,86.42
3,105.39
4,106.73
5,107.87
6,104.53
7,116.85
8,115.56
9,117.71
10,112.84
11,123.38
12,122.73
13,120.19
14,127.71
15,117.88
16,136.13
17,128.63
18,138.37
19,152.3
20,133.75
21,139.98
22,152.6
23,130.36
24,143.73
25,167.04
26,153.25
27,163.06
28,152.74
29,154.21
30,142.15
31,161.67
32,179.04
33,147.86
34,159.78
35,155.06
36,171.99
37,174.97
38,158.11
39,169.34
40,160.15
41,170.1
42,159.03
43,177.85
44,171.27
45,169.93
46,176.31
47,193.61
48,172.94
49,185.01
50,188.42
51,185.3
52,191.78
53,199.18
54,183.76
55,188.69
56,224.37
57,214.72
58,212.35
59,212.32
60,210.02
