time,value
1,91.85
2,98.43
3,109.01
4,101.47
5,100.79
6,116.51
7,119.18
8,116.74
9,128.85
10,120.98
11,129.22
12,118.38
13,134.08
14,114.56
15,129.69
16,130.21
17,131.79
18,126.7
19,143.55
20,141.14
21,126.88
22,141.5
23,137.82
24,143.16
25,144.57
26,152.96
27,154.8
28,149.07
29,157.49
30,149.21
31,161.66
32,163.95
33,155.27
34,173.74
35,166.66
36,168.43
37,173.88
38,177.58
39,173.41
40,180.74
41,176.39
42,162.51
43,182.17
44,183.1
45,185.03
46,177.2
47,185.43
48,198.87
49,187.36
50,192.85
51,190.64
52,179.91
53,195.48
54,196.86
55,199.55
56,200.7
57,206.27
58,202.17
59,205.5
60,212.24
