time,value
1,111.76
2,103.05
3,102.83
4,96.86
5,101.49
6,104.47
7,112.89
8,117.28
9,132.99
10,127.71
11,113.35
12,124.98
13,133.93
14,132.29
15,131.59
16,126.23
17,123.1
18,112.81
19,126.28
20,136.77
21,127.19
22,135.79
23,151.97
24,143.47
25,147.82
26,152.29
27,152.4
28,147.11
29,150.64
30,151.05
31,171.63
32,139.8
33,146.9
34,157.01
35,160.37
36,163.46
37,170.41
38,155.52
39,153.96
40,172.23
41,173.46
42,179.48
43,185.63
44,190.03
45,180.78
46,186.08
47,176.15
48,187.56
49,204.98
50,195.38
51,197.87
52,193.64
53,189.77
54,209.53
55,203.48
56,201.78
57,186.26
58,203.28
59,200.81
60,216.42
