time,value
1,100.89
2,87.37
3,105.02
4,119.64
5,113.07
6,108.27
7,113.2
8,107.42
9,109.52
10,115.83
11,112.68
12,121.79
13,131.39
14,121.88
15,119.93
16,117.14
17,133.16
18,135.56
19,131.7
20,131.01
21,137.33
22,145.1
23,130.1
24,133.54
25,142.19
26,150.33
27,146.12
28,144.18
29,150.41
30,158.25
31,157.32
32,149.38
33,158.69
34,152.54
35,183.0
36,178.29
37,169.13
38,174.48
39,165.64
40,180.69
41,170.7
42,179.67
43,183.31
44,183.22
45,183.96
46,187.09
47,192.36
48,177.79
49,204.79
50,196.24
51,188.87
52,193.87
53,206.33
54,206.85
55,198.45
56,202.75
57,202.7
58,213.53
59,204.66
60,209.01
