time,value
1,113.26
2,110.02
3,102.23
4,108.2
5,110.73
6,110.34
7,101.05
8,104.35
9,126.93
10,122.39
11,129.28
12,135.46
13,111.95
14,120.0
15,116.66
16,140.58
17,125.18
18,129.63
19,140.19
20,143.49
21,138.97
22,143.67
23,131.12
24,151.88
25,140.97
26,151.73
27,153.91
28,166.12
29,153.77
30,149.3
31,155.46
32,152.85
33,159.55
34,162.69
35,162.23
36,164.23
37,161.09
38,167.18
39,179.83
40,169.94
41,163.1
42,163.71
43,169.64
44,182.57
45,183.72
46,173.89
47,179.12
48,187.47
49,195.44
50,191.02
51,191.46
52,199.56
53,209.84
54,194.07
55,194.43
56,192.05
57,220.07
58,217.22
59,196.9
60,226.8
