time,value
1,102.31
2,99.29
3,105.37
4,125.46
5,102.86
6,100.92
7,121.94
8,112.8
9,98.48
10,118.77
11,117.15
12,117.18
13,131.78
14,132.35
15,124.9
16,121.08
17,138.74
18,136.31
19,131.04
20,138.35
21,144.87
22,145.81
23,138.46
24,138.11
25,155.12
26,159.7
27,151.45
28,151.44
29,159.75
30,148.74
31,159.12
32,150.95
33,158.73
34,142.5
35,162.49
36,166.96
37,172.04
38,180.2
39,167.13
40,180.9
41,190.19
42,171.07
43,174.77
44,180.0
45,174.57
46,191.12
47,190.04
48,191.1
49,165.13
50,193.67
51,180.17
52,187.84
53,190.82
54,200.08
55,193.09
56,198.41
57,190.44
58,200.29
59,205.22
60,213.0
