time,value
1,95.47
2,102.27
3,106.58
4,101.02
5,103.84
6,109.55
7,95.95
8,129.28
9,126.5
10,131.2
11,127.05
12,122.67
13,123.29
14,118.53
15,127.91
16,131.73
17,123.62
18,129.59
19,123.85
20,133.2
21,140.19
22,149.27
23,145.33
24,139.95
25,140.38
26,158.5
27,137.71
28,157.83
29,159.25
30,155.49
31,160.34
32,155.38
33,152.16
34,152.55
35,167.35
36,155.53
37,176.57
38,155.64
39,162.09
40,191.22
41,198.03
42,181.63
43,180.39
44,186.57
45,179.33
46,188.12
47,191.97
48,168.4
49,188.12
50,192.01
51,200.95
52,186.36
53,183.17
54,194.95
55,188.46
56,207.42
57,207.11
58,222.76
59,211.58
60,218.44
