time,value
1,88.73
2,103.54
3,97.62
4,96.92
5,97.52
6,122.76
7,106.53
8,110.71
9,126.21
10,106.14
11,133.32
12,126.51
13,109.24
14,124.38
15,115.24
16,132.57
17,147.0
18,118.98
19,126.53
20,143.95
21,136.07
22,139.84
23,150.58
24,126.35
25,139.11
26,146.31
27,149.47
28,145.76
29,152.3
30,153.86
31,168.35
32,146.04
33,165.45
34,141.99
35,163.93
36,166.62
37,167.11
38,168.85
39,168.88
40,172.93
41,177.97
42,177.71
43,182.39
44,188.04
45,169.71
46,182.76
47,190.12
48,190.72
49,189.62
50,186.75
51,192.52
52,190.87
53,188.39
54,190.24
55,188.95
56,198.38
57,202.8
58,194.16
59,210.94
60,198.49
