time,value
1,100.96
2,94.18
3,116.66
4,100.95
5,112.22
6,121.51
7,115.23
8,117.02
9,126.27
10,110.2
11,133.55
12,132.07
13,121.28
14,150.21
15,112.24
16,127.69
17,123.46
18,147.33
19,133.95
20,146.89
21,131.94
22,132.72
23,140.95
24,141.11
25,139.83
26,144.13
27,145.45
28,146.77
29,152.69
30,149.89
31,157.85
32,145.65
33,172.79
34,159.07
35,169.13
36,177.49
37,177.92
38,179.05
39,175.77
40,177.89
41,181.66
42,167.6
43,183.48
44,176.5
45,192.1
46,184.38
47,182.18
48,179.8
49,182.98
50,186.46
51,196.57
52,195.56
53,204.95
54,199.09
55,193.59
56,194.13
57,198.89
58,201.19
59,216.9
60,213.21
