time,value
1,84.22
2,110.22
3,93.63
4,115.64
5,117.82
6,101.11
7,102.1
8,115.4
9,137.07
10,136.12
11,119.06
12,120.97
13,121.92
14,129.72
15,116.65
16,127.66
17,142.49
18,143.89
19,139.66
20,129.75
21,131.68
22,131.79
23,150.1
24,139.57
25,137.2
26,147.95
27,149.92
28,153.95
29,141.42
30,158.55
31,147.67
32,154.85
33,159.38
34,163.79
35,166.61
36,159.94
37,146.97
38,178.96
39,169.02
40,168.89
41,179.87
42,180.92
43,190.52
44,170.18
45,185.99
46,171.68
47,186.38
48,188.64
49,194.47
50,187.05
51,187.11
52,190.37
53,197.09
54,193.44
55,197.28
56,196.11
57,196.28
58,184.96
59,193.13
60,207.78
