time,value
1,102.31
2,98.17
3,97.95
4,113.23
5,107.94
6,114.06
7,101.5
8,121.41
9,131.03
10,115.0
11,112.99
12,114.02
13,124.22
14,120.05
15,128.59
16,120.55
17,141.9
18,132.83
19,136.99
20,147.63
21,142.15
22,139.97
23,147.12
24,147.15
25,149.92
26,148.02
27,134.57
28,154.91
29,152.08
30,138.37
31,157.7
32,159.12
33,167.0
34,159.34
35,147.92
36,153.18
37,171.92
38,167.26
39,172.37
40,166.65
41,173.72
42,173.09
43,177.28
44,175.57
45,182.45
46,175.47
47,181.45
48,197.32
49,192.01
50,197.41
51,187.99
52,191.97
53,193.42
54,197.54
55,198.6
56,194.73
57,213.27
58,208.53
59,207.92
60,199.18
