time,value
1,89.83
2,94.75
3,97.01
4,103.94
5,110.98
6,106.9
7,107.15
8,107.79
9,115.93
10,128.94
11,109.79
12,130.61
13,116.59
14,108.83
15,116.3
16,129.88
17,141.74
18,133.46
19,131.53
20,133.73
21,142.92
22,132.29
23,128.34
24,146.23
25,136.6
26,142.15
27,147.6
28,137.02
29,157.64
30,158.81
31,153.28
32,145.07
33,164.4
34,160.86
35,152.02
36,174.79
37,159.86
38,164.4
39,186.08
40,181.51
41,174.0
42,186.95
43,183.35
44,163.99
45,189.3
46,181.66
47,207.52
48,181.66
49,188.17
50,185.11
51,192.1
52,196.27
53,191.87
54,201.17
55,205.94
56,218.71
57,207.15
58,192.85
59,221.75
60,206.42
