time,value
1,100.24
2,103.35
3,105.59
4,111.98
5,99.75
6,123.12
7,105.62
8,117.89
9,114.42
10,103.67
11,116.79
12,130.87
13,130.87
14,113.22
15,138.66
16,133.76
17,133.79
18,138.71
19,131.84
20,131.51
21,135.23
22,138.2
23,138.87
24,134.3
25,152.43
26,153.73
27,159.46
28,156.1
29,153.93
30,148.71
31,160.83
32,164.45
33,144.09
34,152.11
35,167.17
36,167.87
37,172.78
38,158.89
39,191.69
40,167.43
41,170.08
42,176.93
43,169.78
44,188.98
45,184.75
46,191.12
47,190.63
48,183.17
49,180.44
50,190.68
51,170.13
52,197.39
53,185.61
54,203.75
55,201.33
56,200.32
57,200.23
58,196.99
59,210.32
60,205.34
