time,value
1,109.24
2,113.04
3,115.69
4,106.44
5,109.39
6,107.69
7,99.73
8,109.32
9,106.28
10,122.78
11,112.83
12,112.75
13,109.22
14,120.87
15,132.38
16,132.04
17,129.13
18,126.43
19,120.69
20,132.07
21,141.74
22,147.59
23,140.54
24,152.2
25,135.83
26,156.64
27,138.17
28,148.08
29,129.74
30,163.1
31,157.08
32,152.92
33,167.18
34,168.98
35,176.48
36,160.68
37,165.68
38,162.28
39,174.51
40,166.49
41,175.99
42,180.75
43,180.49
44,174.49
45,192.46
46,175.13
47,189.54
48,178.66
49,185.49
50,195.93
51,188.57
52,198.34
53,208.8
54,195.83
55,202.92
56,197.72
57,195.06
58,208.84
59,202.25
60,204.63
