time,value
1,110.1
2,102.69
3,103.62
4,105.61
5,107.17
6,107.64
7,118.79
8,113.97
9,116.87
10,122.74
11,116.05
12,103.64
13,112.23
14,121.01
15,103.28
16,124.95
17,119.84
18,122.78
19,140.19
20,125.77
21,131.54
22,134.69
23,147.88
24,152.75
25,144.79
26,158.38
27,148.27
28,145.27
29,144.97
30,158.45
31,160.7
32,160.58
33,151.76
34,166.65
35,161.35
36,162.77
37,171.19
38,165.64
39,168.32
40,169.35
41,169.11
42,188.53
43,179.78
44,183.0
45,181.87
46,190.38
47,183.39
48,184.78
49,187.62
50,185.5
51,177.49
52,200.56
53,202.4
54,188.22
55,212.97
56,204.05
57,212.3
58,209.38
59,223.19
60,211.94
