time,value
1,105.93
2,103.8
3,106.75
4,105.06
5,111.58
6,102.59
7,117.39
8,121.81
9,113.3
10,119.73
11,116.21
12,131.06
13,115.67
14,119.36
15,121.52
16,135.83
17,135.54
18,125.29
19,136.76
20,151.78
21,128.73
22,132.49
23,130.23
24,140.21
25,144.03
26,141.8
27,138.38
28,152.61
29,169.25
30,151.37
31,152.68
32,156.93
33,162.2
34,151.88
35,162.23
36,175.48
37,171.9
38,166.05
39,170.63
40,185.81
41,166.07
42,163.11
43,173.56
44,169.14
45,183.07
46,183.81
47,188.26
48,192.0
49,183.97
50,184.91
51,190.31
52,178.55
53,185.25
54,201.07
55,205.59
56,209.13
57,206.23
58,208.27
59,218.79
60,204.25
