time,value
1,103.82
2,96.29
3,90.01
4,112.57
5,109.6
6,106.95
7,109.01
8,106.98
9,122.29
10,113.46
11,116.09
12,126.02
13,121.33
14,127.17
15,111.04
16,140.81
17,135.07
18,148.49
19,128.44
20,135.8
21,134.72
22,134.74
23,158.26
24,152.2
25,150.68
26,141.05
27,161.73
28,134.92
29,148.33
30,138.38
31,155.36
32,163.43
33,160.38
34,170.86
35,154.84
36,161.4
37,169.59
38,172.29
39,170.51
40,167.08
41,168.28
42,175.22
43,207.91
44,194.39
45,175.16
46,192.04
47,194.43
48,195.98
49,190.7
50,180.26
51,193.09
52,195.48
53,183.87
54,201.67
55,198.02
56,192.99
57,209.09
58,206.51
59,202.38
60,213.48
