time,value
1,105.26
2,106.11
3,103.11
4,98.57
5,110.27
6,109.95
7,107.78
8,119.35
9,107.02
10,112.85
11,110.13
12,129.69
13,132.73
14,110.08
15,125.66
16,124.22
17,135.71
18,132.85
19,136.63
20,129.33
21,131.58
22,127.71
23,153.63
24,148.76
25,134.87
26,153.46
27,145.95
28,161.5
29,147.11
30,161.49
31,157.34
32,156.83
33,158.91
34,160.27
35,153.49
36,155.41
37,169.74
38,168.38
39,173.57
40,181.87
41,186.13
42,181.54
43,177.52
44,167.59
45,180.82
46,168.99
47,186.08
48,180.73
49,186.0
50,194.76
51,186.1
52,187.71
53,190.77
54,210.58
55,199.54
56,203.96
57,202.05
58,194.71
59,202.93
60,221.86
