time,value
1,105.91
2,121.28
3,97.26
4,94.78
5,98.61
6,102.8
7,97.91
8,111.09
9,123.12
10,103.0
11,111.02
12,128.63
13,126.49
14,123.74
15,117.18
16,136.85
17,135.29
18,117.5
19,140.88
20,132.18
21,129.22
22,155.38
23,158.82
24,144.78
25,145.24
26,149.69
27,147.85
28,149.78
29,149.94
30,140.28
31,160.86
32,153.26
33,152.55
34,162.3
35,168.64
36,166.65
37,165.11
38,172.33
39,169.15
40,174.31
41,186.48
42,174.41
43,166.05
44,169.35
45,187.77
46,168.54
47,176.11
48,180.2
49,197.24
50,185.15
51,186.25
52,178.7
53,202.29
54,195.71
55,205.65
56,196.85
57,209.34
58,207.06
59,208.73
60,206.56
