time,value
1,99.08
2,90.98
3,101.98
4,110.71
5,114.44
6,103.81
7,125.17
8,132.41
9,125.43
10,116.81
11,131.5
12,111.32
13,112.17
14,118.57
15,133.87
16,120.76
17,122.34
18,138.85
19,136.14
20,135.49
21,132.53
22,137.66
23,125.18
24,131.03
25,139.92
26,142.54
27,152.66
28,155.67
29,137.74
30,144.98
31,152.09
32,159.21
33,171.23
34,152.0
35,165.67
36,171.14
37,165.7
38,164.05
39,159.17
40,174.9
41,162.03
42,176.25
43,169.61
44,192.02
45,178.71
46,174.06
47,188.35
48,168.73
49,167.56
50,188.26
51,181.08
52,200.24
53,194.35
54,201.47
55,184.59
56,217.86
57,210.88
58,212.01
59,214.37
60,198.0
