time,value
1,90.48
2,100.54
3,107.4
4,104.37
5,113.12
6,120.06
7,121.87
8,112.67
9,115.73
10,121.21
11,123.14
12,127.72
13,107.66
14,132.6
15,144.71
16,134.53
17,128.42
18,124.97
19,136.33
20,144.77
21,143.65
22,147.11
23,136.31
24,153.78
25,134.78
26,145.6
27,135.23
28,153.21
29,158.45
30,161.54
31,145.66
32,162.34
33,160.08
34,162.61
35,156.87
36,169.03
37,166.09
38,164.8
39,165.35
40,170.99
41,175.38
42,176.77
43,175.83
44,180.07
45,164.59
46,191.0
47,184.06
48,185.98
49,183.14
50,202.58
51,192.45
52,197.97
53,185.44
54,185.24
55,201.38
56,207.14
57,213.9
58,201.08
59,202.66
60,205.12
