time,value
1,108.93
2,106.62
3,108.56
4,114.02
5,109.39
6,104.2
7,107.82
8,109.75
9,131.85
10,124.63
11,120.46
12,112.03
13,118.83
14,130.82
15,139.19
16,132.38
17,137.35
18,136.51
19,137.24
20,137.51
21,129.34
22,137.24
23,145.25
24,133.16
25,140.94
26,136.98
27,152.89
28,154.02
29,139.17
30,148.8
31,161.41
32,159.2
33,141.67
34,166.47
35,155.48
36,152.77
37,163.39
38,163.8
39,171.87
40,169.84
41,166.17
42,168.58
43,178.6
44,182.35
45,184.92
46,182.09
47,184.29
48,182.85
49,182.35
50,204.34
51,217.08
52,182.21
53,195.43
54,202.57
55,192.46
56,207.4
57,200.53
58,210.53
59,202.27
60,203.46
