time,value
1,98.28
2,98.53
3,84.33
4,91.05
5,108.0
6,106.91
7,107.7
8,108.67
9,111.92
10,132.55
11,129.1
12,116.61
13,124.9
14,120.78
15,135.19
16,131.83
17,120.7
18,129.65
19,140.81
20,133.56
21,132.05
22,125.96
23,136.26
24,142.14
25,138.61
26,139.03
27,142.93
28,148.09
29,147.91
30,144.69
31,164.29
32,148.65
33,147.1
34,163.24
35,158.05
36,160.44
37,161.26
38,146.03
39,171.47
40,170.88
41,170.79
42,180.61
43,178.5
44,167.56
45,188.68
46,174.36
47,178.91
48,184.56
49,193.36
50,189.1
51,183.67
52,202.92
53,193.34
54,206.08
55,209.83
56,203.23
57,193.17
58,208.65
59,207.85
60,206.21
