time,value
1,101.61
2,94.38
3,114.43
4,104.02
5,101.59
6,106.59
7,119.31
8,116.96
9,125.15
10,112.15
11,135.73
12,119.65
13,124.11
14,135.56
15,139.15
16,133.51
17,132.14
18,128.3
19,145.13
20,143.21
21,123.47
22,141.41
23,142.26
24,152.24
25,150.28
26,150.91
27,145.09
28,145.95
29,146.96
30,151.08
31,143.85
32,158.82
33,154.91
34,164.91
35,157.67
36,158.58
37,151.6
38,175.41
39,158.19
40,180.21
41,176.36
42,166.66
43,188.75
44,174.03
45,182.8
46,189.81
47,177.36
48,184.77
49,191.72
50,201.61
51,197.34
52,187.51
53,173.67
54,194.82
55,210.21
56,204.91
57,185.18
58,215.04
59,189.15
60,202.36
