time,value
1,100.67
2,106.63
3,106.51
4,99.23
5,119.33
6,106.38
7,113.31
8,111.4
9,128.82
10,112.25
11,113.99
12,119.62
13,120.04
14,121.89
15,124.76
16,129.54
17,131.91
18,122.51
19,138.68
20,133.71
21,134.25
22,129.0
23,135.41
24,140.97
25,147.47
26,150.14
27,144.03
28,137.13
29,138.22
30,163.07
31,157.77
32,157.37
33,156.42
34,174.04
35,167.25
36,176.23
37,167.54
38,175.78
39,174.62
40,179.36
41,161.0
42,185.65
43,172.53
44,180.92
45,181.1
46,170.28
47,179.68
48,176.62
49,186.32
50,189.31
51,201.7
52,193.28
53,192.95
54,209.68
55,201.01
56,207.83
57,196.66
58,188.59
59,210.16
60,202.04
