time,value
1,105.4
2,108.77
3,104.91
4,93.34
5,107.84
6,113.73
7,117.19
8,121.75
9,119.77
10,115.72
11,136.0
12,118.35
13,117.69
14,122.23
15,132.05
16,135.66
17,109.57
18,140.25
19,137.88
20,125.09
21,144.71
22,144.05
23,146.49
24,147.99
25,155.68
26,151.78
27,151.29
28,169.28
29,157.03
30,153.12
31,152.16
32,168.48
33,168.7
34,168.47
35,171.19
36,166.14
37,174.01
38,168.55
39,155.46
40,171.0
41,174.54
42,175.43
43,170.58
44,182.55
45,182.42
46,173.08
47,188.86
48,178.93
49,180.76
50,202.11
51,202.14
52,188.09
53,192.21
54,196.19
55,199.95
56,196.19
57,186.4
58,196.35
59,199.21
60,209.39
