time,value
1,96.03
2,113.31
3,102.92
4,108.91
5,107.9
6,116.43
7,116.95
8,108.47
9,120.04
10,129.19
11,114.6
12,121.2
13,130.83
14,118.17
15,132.33
16,119.77
17,116.84
18,124.14
19,134.78
20,154.43
21,147.88
22,160.43
23,150.61
24,146.22
25,136.1
26,162.56
27,140.48
28,170.24
29,157.08
30,154.92
31,165.35
32,164.92
33,167.38
34,162.83
35,162.84
36,181.42
37,170.42
38,156.17
39,171.29
40,177.3
41,175.66
42,171.45
43,192.75
44,185.57
45,167.62
46,188.11
47,176.35
48,182.37
49,190.4
50,185.77
51,199.96
52,197.75
53,203.46
54,189.85
55,212.17
56,194.3
57,201.65
58,197.79
59,218.43
60,223.0
