time,value
1,108.53
2,99.49
3,110.52
4,102.23
5,95.45
6,121.12
7,103.06
8,111.41
9,116.41
10,113.59
11,117.17
12,121.76
13,120.4
14,127.78
15,121.19
16,130.23
17,137.38
18,135.38
19,137.6
20,139.74
21,137.01
22,138.61
23,140.21
24,139.98
25,152.59
26,144.41
27,134.61
28,141.58
29,150.94
30,147.68
31,158.15
32,157.12
33,150.16
34,154.6
35,175.19
36,166.4
37,162.62
38,183.62
39,185.06
40,169.85
41,177.56
42,167.24
43,176.36
44,185.86
45,190.92
46,188.79
47,181.11
48,191.98
49,186.55
50,196.86
51,202.54
52,198.03
53,213.35
54,200.69
55,204.66
56,194.95
57,183.46
58,195.19
59,207.0
60,212.24
