time,value
1,103.69
2,94.64
3,106.55
4,114.64
5,124.48
6,119.58
7,107.04
8,102.19
9,110.47
10,121.83
11,126.09
12,114.65
13,121.65
14,130.31
15,144.59
16,125.37
17,141.23
18,137.93
19,141.69
20,136.41
21,133.37
22,144.09
23,149.23
24,140.36
25,138.89
26,160.16
27,137.13
28,166.34
29,164.92
30,148.56
31,152.6
32,161.24
33,166.82
34,168.07
35,155.31
36,179.25
37,167.56
38,165.81
39,164.18
40,168.82
41,184.53
42,166.28
43,181.75
44,181.45
45,203.26
46,182.51
47,177.58
48,199.12
49,199.66
50,171.81
51,198.63
52,199.29
53,195.65
54,192.2
55,180.43
56,196.27
57,207.23
58,207.63
59,186.72
60,203.97
