time,value
1,117.97
2,100.09
3,109.61
4,126.87
5,107.95
6,114.91
7,110.74
8,107.45
9,110.79
10,118.56
11,128.58
12,126.71
13,124.99
14,131.41
15,130.69
16,115.59
17,140.98
18,136.27
19,122.09
20,137.2
21,139.84
22,135.51
23,159.01
24,150.48
25,154.23
26,142.23
27,144.25
28,151.04
29,152.82
30,153.71
31,161.14
32,160.48
33,170.18
34,156.05
35,151.73
36,162.56
37,178.06
38,170.49
39,156.18
40,175.59
41,171.87
42,175.66
43,176.81
44,178.54
45,181.07
46,201.24
47,179.71
48,176.4
49,199.58
50,201.75
51,192.7
52,194.52
53,198.76
54,200.21
55,187.75
56,203.19
57,203.59
58,201.17
59,208.14
60,207.96
