time,value
1,99.62
2,108.57
3,115.11
4,108.2
5,119.43
6,121.3
7,110.64
8,114.18
9,103.63
10,118.45
11,117.5
12,113.79
13,125.87
14,129.78
15,114.92
16,130.65
17,142.35
18,133.49
19,142.79
20,135.79
21,143.33
22,133.64
23,124.55
24,150.29
25,150.23
26,156.79
27,152.66
28,143.27
29,162.0
30,160.71
31,158.72
32,159.06
33,168.96
34,146.79
35,171.03
36,158.84
37,172.38
38,175.73
39,170.74
40,169.36
41,167.29
42,179.58
43,180.02
44,171.76
45,174.52
46,184.18
47,177.19
48,176.19
49,184.98
50,191.72
51,189.9
52,204.14
53,193.39
54,199.93
55,197.43
56,193.15
57,194.73
58,204.85
59,200.49
60,210.98
