time,value
1,115.15
2,113.25
3,96.77
4,109.7
5,112.74
6,109.56
7,119.46
8,113.82
9,109.45
10,103.73
11,118.22
12,126.36
13,120.42
14,117.19
15,115.43
16,110.04
17,145.7
18,130.21
19,131.38
20,128.65
21,141.36
22,153.0
23,146.4
24,142.93
25,150.46
26,148.32
27,158.02
28,163.38
29,147.12
30,150.27
31,166.77
32,155.78
33,158.1
34,151.28
35,159.71
36,164.63
37,170.61
38,162.93
39,161.49
40,167.99
41,177.66
42,170.78
43,187.55
44,205.24
45,169.58
46,180.65
47,174.86
48,172.49
49,180.47
50,203.08
51,188.64
52,186.45
53,195.59
54,184.58
55,190.71
56,195.05
57,211.02
58,196.58
59,219.43
60,193.68
