time,value
1,101.12
2,89.78
3,111.38
4,113.48
5,112.66
6,112.63
7,117.83
8,102.46
9,119.88
10,121.05
11,114.09
12,110.11
13,120.55
14,138.04
15,127.36
16,139.05
17,135.75
18,138.98
19,133.9
20,139.37
21,145.37
22,134.92
23,140.19
24,144.06
25,146.2
26,150.01
27,139.8
28,153.51
29,154.26
30,141.65
31,151.96
32,149.24
33,162.83
34,164.42
35,164.47
36,168.3
37,165.05
38,169.07
39,177.23
40,174.94
41,174.77
42,170.97
43,175.5
44,174.95
45,187.69
46,184.84
47,179.23
48,173.27
49,191.39
50,184.73
51,184.96
52,191.42
53,202.71
54,190.35
55,194.57
56,204.74
57,203.17
58,206.49
59,212.98
60,204.69
