time,value
1,103.22
2,97.97
3,97.76
4,102.61
5,109.61
6,115.09
7,111.97
8,121.61
9,120.97
10,109.39
11,124.29
12,125.68
13,113.04
14,136.32
15,118.53
16,136.93
17,133.97
18,132.04
19,137.33
20,130.11
21,137.33
22,155.42
23,154.45
24,159.37
25,153.84
26,136.67
27,146.99
28,161.67
29,159.52
30,145.58
31,155.13
32,153.57
33,166.52
34,166.55
35,167.37
36,155.59
37,161.44
38,186.89
39,173.17
40,171.47
41,183.48
42,183.5
43,168.44
44,176.79
45,168.51
46,182.83
47,195.43
48,187.86
49,191.81
50,174.09
51,184.07
52,194.02
53,213.87
54,200.81
55,197.28
56,196.31
57,214.44
58,182.66
59,217.08
60,201.49
