time,value
1,103.52
2,114.33
3,110.42
4,96.3
5,116.17
6,109.65
7,108.03
8,96.1
9,115.99
10,110.72
11,121.74
12,129.18
13,129.06
14,130.48
15,127.41
16,128.36
17,137.57
18,113.4
19,133.73
20,143.79
21,135.87
22,144.7
23,150.08
24,148.57
25,142.7
26,141.28
27,141.39
28,148.61
29,153.08
30,150.43
31,148.86
32,149.04
33,157.28
34,162.46
35,175.65
36,172.73
37,158.58
38,162.11
39,175.33
40,180.75
41,162.55
42,180.52
43,184.25
44,181.84
45,185.92
46,182.75
47,175.85
48,182.35
49,180.81
50,179.15
51,193.22
52,181.67
53,173.85
54,213.06
55,191.16
56,205.53
57,198.6
58,224.34
59,212.93
60,210.08
