time,value
1,101.7
2,101.15
3,107.34
4,101.77
5,91.37
6,117.51
7,118.5
8,119.62
9,117.16
10,108.69
11,112.46
12,125.98
13,124.95
14,122.23
15,126.05
16,136.56
17,126.81
18,133.44
19,129.31
20,138.63
21,140.36
22,141.47
23,130.63
24,149.01
25,150.83
26,144.56
27,157.12
28,150.15
29,161.68
30,142.19
31,158.8
32,155.14
33,144.82
34,143.97
35,160.52
36,164.27
37,172.7
38,162.71
39,167.96
40,176.65
41,166.77
42,159.2
43,169.84
44,183.86
45,177.96
46,185.81
47,176.04
48,173.57
49,168.16
50,202.63
51,196.13
52,196.45
53,202.25
54,200.63
55,204.35
56,200.04
57,207.29
58,186.02
59,206.42
60,208.78
