time,value
1,113.11
2,108.08
3,110.63
4,100.2
5,106.49
6,97.34
7,111.53
8,115.07
9,120.3
10,118.8
11,123.86
12,116.28
13,122.89
14,128.79
15,120.6
16,139.86
17,123.58
18,128.9
19,135.19
20,139.7
21,147.24
22,134.36
23,125.99
24,143.19
25,158.06
26,142.21
27,152.91
28,152.7
29,155.03
30,146.31
31,154.06
32,157.97
33,153.79
34,148.65
35,168.52
36,151.34
37,171.81
38,178.44
39,166.86
40,168.66
41,171.73
42,179.14
43,156.53
44,179.89
45,181.97
46,182.56
47,181.11
48,186.58
49,186.82
50,195.19
51,195.09
52,207.19
53,196.08
54,198.52
55,206.02
56,191.95
57,207.8
58,210.05
59,202.15
60,208.33
