time,value
1,105.91
2,93.33
3,105.73
4,107.77
5,99.95
6,107.82
7,105.45
8,104.67
9,115.16
10,107.9
11,110.02
12,125.04
13,129.56
14,123.65
15,125.16
16,134.58
17,134.37
18,115.45
19,138.94
20,135.4
21,148.48
22,140.65
23,142.05
24,159.65
25,138.95
26,162.02
27,153.91
28,144.49
29,152.66
30,157.17
31,160.92
32,162.47
33,156.62
34,167.39
35,178.74
36,149.16
37,164.29
38,179.33
39,174.82
40,180.41
41,166.62
42,174.63
43,162.34
44,180.03
45,181.61
46,179.71
47,183.87
48,187.24
49,183.83
50,183.09
51,189.27
52,179.81
53,206.66
54,206.27
55,196.24
56,206.74
57,202.97
58,209.38
59,204.99
60,204.99
