time,value
1,107.61
2,98.93
3,110.97
4,111.09
5,114.03
6,112.51
7,122.96
8,112.83
9,113.38
10,118.49
11,132.21
12,138.47
13,128.91
14,116.61
15,136.09
16,137.14
17,119.28
18,129.05
19,146.27
20,136.38
21,143.96
22,141.14
23,130.94
24,153.91
25,136.55
26,150.56
27,152.62
28,151.98
29,138.26
30,167.13
31,147.75
32,181.71
33,160.58
34,143.0
35,164.04
36,173.32
37,174.78
38,178.03
39,164.85
40,158.49
41,180.08
42,173.06
43,177.39
44,179.39
45,175.32
46,184.72
47,162.39
48,190.78
49,185.85
50,198.39
51,180.42
52,204.46
53,207.22
54,194.84
55,212.82
56,190.53
57,215.73
58,202.67
59,202.61
60,193.31
